id,merged_title,merged_course_id,category,category_id,required_course1,required_course2,required_course3
263,Data Science Essentials,course-v1:Microsoft+DAT203.1x+5T2016,计算机,22,0,0,0
264,Data Science Ethics,course-v1:MichiganX+DS101x+3T2016,计算机,22,52,1047,1048
265,Data Science Orientation,course-v1:Microsoft+DAT101x+2T2017,计算机,22,0,0,0
266,Data Science Readiness Assessment,course-v1:NotreDameX+DS101x+1T2017,计算机,22,264,0,0
267,Data Structures and Algorithm Design Part I 数据结构与算法设计(上),course-v1:TsinghuaX+30240184.1x+3T2016,计算机,22,709,556,0
268,Data Structures and Algorithm Design Part II 数据结构与算法设计(下),course-v1:TsinghuaX+30240184.2x+3T2016,计算机,22,709,556,267
269,Data Structures and Software Design,course-v1:PennX+SD2x+2T2017,计算机,22,671,749,817
270,Data Visualization for All,course-v1:TrinityX+T005x+1T2017,计算机,22,0,0,0
271,Datología: La toma de decisiones basada en datos,course-v1:IDBx+IDB10x+3T2016,经管·会计,20,0,0,0
272,Datos para la efectividad de las políticas públicas,course-v1:IDBx+IDB10x+2T2017,经管·会计,20,0,0,0
273,De la granja a la mesa: La seguridad alimentaria en la Unión Europea,course-v1:UAMx+SegAlim201x+1T2017,医学·健康,4,0,0,0
274,Deal Structures in Project Finance,course-v1:NYIF+PFPPP1.PC2x+1T2017,经管·会计,20,0,0,0
275,Deals in Project Finance: Case Studies and Analysis,course-v1:NYIF+PFPPP1.PC4x+1T2017,经管·会计,20,0,0,0
276,Debt Sustainability Analysis,course-v1:IMFx+DSAx+1T2017,经管·会计,20,1053,166,457
277,Deciphering Secrets: Unlocking the Manuscripts of Medieval Burgos (Spain),course-v1:UC3Mx+HGA.2.1x+1T2017,历史,5,794,921,700
278,Deciphering Secrets: Unlocking the Manuscripts of Medieval Toledo (Spain),course-v1:UC3Mx+HGA.2.2x+2T2017,历史,5,0,0,0
279,Découvrir la science politique,course-v1:LouvainX+Louv3x+1T2017,社科·法律,19,0,0,0
280,Deep Learning through Transformative Pedagogy,course-v1:UQx+LEARNx+1T2017,教育,12,0,0,0
281,Delivering a Data Warehouse in the Cloud,course-v1:Microsoft+DAT220x+1T2017,计算机,22,879,0,0
282,Delivering a Relational Data Warehouse,course-v1:Microsoft+DAT216x+3T2016,计算机,22,879,0,0
283,Democratic to Authoritarian Rule,course-v1:MichiganX+teachout.1x+1T2017,社科·法律,19,0,0,0
284,Demystifying Biomedical Big Data: A User’s Guide,course-v1:GeorgetownX+BIOX-201-01x+1T2017,生命科学,17,0,0,0
285,Desarrollo Urbano y Vivienda,course-v1:IDBx+IDB7x+2T2017,环境·地球,16,0,0,0
286,Design and Development of Educational Technology,course-v1:MITx+11.132x_3+1T2017,教育,12,724,66,293
287,Design in Healthcare: Using Patient Journey Mapping,course-v1:DelftX+MED01x+1T2017,医学·健康,4,0,0,0
288,Design in the Classroom with Cooper Hewitt Smithsonian Design Museum,course-v1:SmithsonianX+EDDesign1x+1T2017,教育,12,0,0,0
289,Design Leadership and Innovation,course-v1:DelftX+IDEMC.2x+2T2017,经管·会计,20,519,0,0
290,Design Practice in Business,course-v1:DelftX+DPB001x+2T2017,经管·会计,20,0,0,0
291,Design Thinking for Leading and Learning,course-v1:MITx+11.155x+1T2017,经管·会计,20,290,0,0
292,Designing a Technical Solution,course-v1:Microsoft+DEV284x+2T2017,经管·会计,20,0,0,0
293,Designing and Running Randomized Evaluations,course-v1:MITx+JPAL102x+1T2017,经管·会计,20,0,0,0
294,Designing for Experimentation to Enhance Digital Business Innovation,course-v1:BUx+QD601x+1T2018,经管·会计,20,776,0,0
295,Developing Big Data Solutions with Azure Machine Learning,course-v1:Microsoft+DAT228x+2T2017,计算机,22,0,0,0
296,Developing Business Applications with PowerApps and Flow,course-v1:Microsoft+DAT227x+2T2017,经管·会计,20,0,0,0
297,Developing Data Client Applications and Services,course-v1:Microsoft+DEV256x+2T2017,计算机,22,879,0,0
298,Developing Intelligent Apps and Bots,course-v1:Microsoft+DAT211x+1T2017,计算机,22,0,0,0
299,Developing International Software,course-v1:Microsoft+DIS50x+2T2017,计算机,22,457,1053,166
300,Developing IoT Solutions with Azure IoT Hub,course-v1:Microsoft+DEV225x+2T2017,计算机,22,0,0,0
301,Developing Microsoft Azure Solutions,course-v1:Microsoft+DEV233x+2T2017,计算机,22,457,408,1053
302,Developing NoSQL Solutions in Azure,course-v1:Microsoft+DAT221x+1T2017,计算机,22,0,0,0
303,Developing SQL Databases,course-v1:Microsoft+DAT215.1x+1T2017,计算机,22,749,796,832
304,Diálogo Intercultural para la Gestión de Conflictos Territoriales,course-v1:JaverianaX+INT1.0x+3T2016,社科·法律,19,0,0,0
305,Digital Branding and Engagement,course-v1:CurtinX+MKT1x+1T2017,经管·会计,20,0,0,0
306,Digital Dividends: Strengthening the Analog Foundation of the Digital Revolution,course-v1:WBGx+WDR01x+3T2017,经管·会计,20,0,0,0
307,Digital Manufacturing for Industrial Design,course-v1:DelftX+IDEMC.3x+2T2017,经管·会计,20,898,1114,898
308,Digital Marketing Social Media and E-Commerce for Your Business,course-v1:Wharton+DigitalMarketing1.1x+1T2017,经管·会计,20,0,0,0
309,Digital Transformation Strategy,course-v1:BUx+QD501x+2T2017,经管·会计,20,283,466,221
310,Digitizing Higher Education,course-v1:UTArlingtonX+LINK.DUx+3T2017,教育,12,0,0,0
311,Dinosaur Ecosystems,course-v1:HKUx+HKU05.1x+3T2016,生命科学,17,0,0,0
312,Discrete-Time Signal Processing,course-v1:MITx+6.341x_2+2T2016,电子,18,0,0,0
313,Dise?a fabrica y programa tu propio robot,course-v1:UPValenciaX+DYOR101x+2T2017,计算机,22,0,0,0
314,Dise?a presentaciones eficaces con Powerpoint,course-v1:UPValenciaX+PPT101x+2T2017,计算机,22,0,0,0
315,Dise?o de Estrategias Exitosas y Acciones Incontenibles,course-v1:GalileoX+CNeg001Rx+3T2016,经管·会计,20,0,0,0
316,Dise?o y Desarrollo de Recursos Multimedia para la Ense?anza Virtual,course-v1:GalileoX+CET003X+1T2017,教育,12,0,0,0
317,Dispositivos Móviles para la Gestión del Territorio,course-v1:UPValenciaX+DMT201x+2T2017,经管·会计,20,408,330,1053
318,Distributed Energy – Smart Grid Resources for the Future,course-v1:IEEEx+SmartGrid02.x+3T2016,工程,9,942,0,0
319,Diversity and Social Justice in Social Work,course-v1:MichiganX+SW504x+1T2017,社科·法律,19,0,0,0
320,DNA Sequences: Alignments and Analysis,course-v1:USMx+BIF001x+2T2017,生命科学,17,54,38,383
321,DNA: Biology’s Genetic Code,course-v1:RiceX+BIOC300.2x+1T2017,生命科学,17,0,0,0
322,Documentation in Project Finance,course-v1:NYIF+PFPPP1.PC5x+1T2017,经管·会计,20,0,0,0
323,Drawing Nature Science and Culture: Natural History Illustration,course-v1:NewcastleX+NHI101x+3T2016,历史,5,0,0,0
324,Drawing Nature Science and Culture: Natural History Illustration 101,course-v1:NewcastleX+NHI101x+2T2017,历史,5,0,0,0
325,Drinking Water Treatment,course-v1:DelftX+CTB3365DWx+1T2017,医学·健康,4,0,0,0
326,Dynamics and Control,course-v1:UPValenciaX+DC201x+1T2017,工程,9,0,0,0
327,Ecodesign for Cities and Suburbs,course-v1:UBCx+EcodesignX+1T2017,建筑,10,0,0,0
328,Economía Digital – Aspectos Regulatorios,course-v1:JaverianaX+EcoDig.1602x.06+3T2016,经管·会计,20,0,0,0
329,Economic Democracy: The Cooperative Alternative,course-v1:EdinburghX+COOPSx+2T2016,经管·会计,20,0,0,0
330,Educación de calidad para todos. Equidad inclusión y atención a la diversidad.,course-v1:UAMx+Equidad801x+1T2017,教育,12,0,0,0
331,Educación para la sociedad del conocimiento,course-v1:UC3Mx+HGA.1x+2T2017,教育,12,0,0,0
332,Educación Supranacional: Descubriendo la Agenda Educativa de los Organismos Internacionales,course-v1:UAMx+EduSuprax+1T2017,教育,12,0,0,0
333,El Enlace Químico y las Interacciones Moleculares,course-v1:UPValenciaX+IQ101.2x+1T2017,化学,3,98,872,658
334,El espa?ol es fácil,course-v1:IC+IC16001_01+2017_S1,外语,7,0,0,0
335,Electricity & Magnetism,RiceX/Phys102x/_,物理,15,1406,1775,1288
336,Electricity & Magnetism Part 1,course-v1:RiceX+PHYS102.1x+3T2016,物理,15,829,0,0
337,Electromagnetism 电磁学,course-v1:TsinghuaX+UPhys3x+1T2017,物理,15,0,0,0
338,Electronic Materials and Devices,course-v1:MITx+3.15.1x+2T2017,物理,15,788,724,66
339,Electronique I,course-v1:EPFLx+ElectroniX+3T2017,物理,15,166,439,819
340,Electronique II,course-v1:EPFLx+Electroni2X+2017_T1,物理,15,339,0,0
341,Electrotechnique II,course-v1:EPFLx+EE-102B.1x+2T2017,物理,15,0,0,0
342,Embedded Systems - Shape The World: Microcontroller Input/Output,course-v1:UTAustinX+UT.6.10x+1T2017,工程,9,0,0,0
343,Embedded Systems - Shape The World: Multi-Threaded Interfacing,course-v1:UTAustinX+UT.6.20x+T2017,工程,9,342,0,0
344,Enabling Office 365 Clients,course-v1:Microsoft+CLD221x+1T2017,计算机,22,0,0,0
345,Enabling Technologies for Data Science and Analytics: The Internet of Things,course-v1:ColumbiaX+DS103x+1T2017,计算机,22,0,0,0
346,Energía: pasado presente y futuro,course-v1:TecdeMonterreyX+EPPE1ed1+2T2017,环境·地球,16,0,0,0
347,Energías convencionales limpias y su tecnología,course-v1:TecdeMonterreyX+ECLE1ed1+2T2017,环境·地球,16,0,0,0
348,Energy Subsidy Reform,course-v1:IMFx+ESRx+1T2017,环境·地球,16,794,921,457
349,Engineering Mechanics,course-v1:UrFUx+ENGM1.1.x+3T2016,工程,9,408,943,292
350,English Composition,course-v1:ASUx+ENG101x+2171A,外语,7,457,630,1123
351,English Composition: Research and Writing,course-v1:ASUx+ENG102x+2177B,外语,7,351,1123,630
352,English Course for Blended Learning,course-v1:ENG+ENG001+2016_T1,外语,7,0,0,0
353,English for Doing Business in Asia – Speaking,course-v1:HKUSTx+EBA101x+2T2017,外语,7,0,0,0
354,English for Doing Business in Asia – Writing,course-v1:HKUSTx+EBA102x+2T2017,外语,7,353,0,0
355,English Research Paper Writing,course-v1:CQU+EDS20401+2016_T2,外语,7,2470,2470,2434
356,English Research Paper Writing 英语学术论文写作,course-v1:CQU+CQU049980+22016_T2,外语,7,2470,2470,2434
357,Enhancing Your Career Competencies  大学生职业素养提升,course-v1:PekingX+61030020x+3T2016,教育,12,0,0,0
358,Enterprise Architecture and Essentials of The Open Group Architecture Framework (TOGAF? 9.1),course-v1:IEEEx+TOGAF.x+1T2017,经管·会计,20,0,0,0
359,Entrepreneurial Land Redevelopment Approach: Land Readjustment,course-v1:MITx+STL.161x+2T2017,经管·会计,20,0,0,0
360,Entrepreneurial Negotiations: The MIT Way,course-v1:MITProfessionalX+ENX_Fake+3T2016,经管·会计,20,0,0,0
361,Entrepreneurship 101: ?Quién es tu cliente?,course-v1:MITx+15.390.1x_SPA+2T2017,经管·会计,20,0,0,0
362,Entrepreneurship 101: Who is Your Customer?,course-v1:MITx+Bootcamp1+1T2017,经管·会计,20,1124,812,914
363,Entrepreneurship 102: Do You Have A Product?,course-v1:MITx+Bootcamp2+2T2017,经管·会计,20,362,361,0
364,Entrepreneurship 103: Show Me The Money,course-v1:MITx+Bootcamp3+2T2017,经管·会计,20,362,361,363
365,Entrepreneurship for Engineers,course-v1:DelftWageningenX+TTE01x+2T2017,经管·会计,20,0,0,0
366,Entrepreneurship in Emerging Economies,course-v1:HarvardX+SW47x+2T2017,经管·会计,20,0,0,0
367,Entrepreneurship: DO Your Venture,course-v1:IIMBx+EP101x+1T2017,经管·会计,20,943,576,582
368,Environmental Studies: A Global Perspective,course-v1:CurtinX+ENV1x+2T2017,环境·地球,16,0,0,0
369,Escribir para Convencer,course-v1:JaverianaX+ESC1.0x+1T2017,文学,14,0,0,0
370,Essential Statistics for Data Analysis using Excel,course-v1:Microsoft+DAT222x+1T2017,计算机,22,550,724,66
371,Essential Tools For The Low Carbon Economy,course-v1:UQx+Carbon101x+2T2017,经管·会计,20,0,0,0
372,Ethics in Life Sciences and Healthcare: Exploring Bioethics through Manga,course-v1:KyotoX+006x+1T2017,医学·健康,4,0,0,0
373,Ethics in Life Sciences and Healthcare: Exploring Bioethics through Manga - Part 2,course-v1:KyotoUx+006.2x+2T2017,医学·健康,4,372,0,0
374,Europeana Space: Creative with Digital Heritage,course-v1:KULeuvenX+EurospaceX+3T2016,社科·法律,19,0,0,0
375,Evaluación de Impacto de Programas Sociales,course-v1:MITx+JPAL101SPAx+2T2017,经管·会计,20,0,0,0
376,Evaluating Designs with Users,course-v1:MichiganX+UX504x+1T2017,经管·会计,20,2098,0,0
377,Evaluating Social Programs,course-v1:MITx+JPAL101x_6+3T2016,经管·会计,20,0,0,0
378,Evidence-Based Business Communication,course-v1:ANUx+EBM02x+2T2017,经管·会计,20,408,943,626
379,Evidence-Based Global Management,course-v1:ANUx+EBM05x+3T2017,经管·会计,20,408,637,943
380,Evidence-Based Management Foundations,course-v1:ANUx+EBM04x+2T2017,经管·会计,20,408,943,637
381,Evidence-Based Practice in Management,course-v1:ANUx+EBM01x+1T2017,经管·会计,20,637,626,2535
382,Evidence-Based Project Management,course-v1:ANUx+EBM07x+3T2017,经管·会计,20,381,380,384
383,Evidence-Based Stakeholder Marketing,course-v1:ANUx+EBM03x+2T2017,经管·会计,20,411,411,898
384,Evidence-Based Technology Management,course-v1:ANUx+EBM06x+3T2017,经管·会计,20,408,943,637
385,EXAM_经济地理与企业兴衰,course-v1:testvpc+EAE+2015_T2,经管·会计,20,0,0,0
386,EXAM_文献管理与信息分析,course-v1:Test+wenxian+2015_T2,社科·法律,19,0,0,0
387,EXAM_中国建筑史,course-v1:TestVpc+test1001+2015_T1,建筑,10,0,0,0
388,Excel,course-v1:UPValenciaX+xls101x+2T2017,计算机,22,1053,166,457
389,Excel 2: Gestión de datos,course-v1:UPValenciaX+XLS201x+3T2016,计算机,22,455,769,149
390,Excel によるデータの分析と可視化,course-v1:Microsoft+DAT206x-JPN+1T2017,计算机,22,0,0,0
391,e时代的大佬师——慕课教师的修炼心法,course-v1:TsinghuaX+MOOC101+2015_T2,教育,12,0,0,0
392,e时代的教与学——MOOC引发的混合式教学,course-v1:TsinghuaX+MOOC102+2017_T1,教育,12,0,0,0
393,Fake News Facts and Alternative Facts,course-v1:MichiganX+teachout.2x+1T2017,社科·法律,19,0,0,0
394,Family Business – Strategy Essentials,course-v1:UBCx+FamBiz1x+1T2017,经管·会计,20,0,0,0
395,Finance Essentials for MBA Success,course-v1:ImperialBusinessX+ICBS002+1T2017,经管·会计,20,2327,2324,2222
396,Financial Accounting,course-v1:ACCA+FFA-F3.x+1T2017,经管·会计,20,457,175,764
397,Financial Accounting Made Fun: Eliminating Your Fears,course-v1:BabsonX+BPET.ACCx+1T2017,经管·会计,20,0,0,0
398,Financial Analysis for Decision Making: Funding your Business,course-v1:BabsonX+BPET.FINx+2T2017,经管·会计,20,0,0,0
399,Financial Market Analysis,course-v1:IMF+FMAx+1T2017,经管·会计,20,1106,671,643
400,Financial Programming and Policies Part 1: Macroeconomic Accounts & Analysis,course-v1:IMFx+FPP.1x_AR+2T2017,经管·会计,20,794,921,457
401,Financial Risk Management,course-v1:TsinghuaX+40600083X+2016_T2,经管·会计,20,2073,2371,1727
402,Financing for Development: Unlocking Investment Opportunities,course-v1:WBGx+F4D01x+1T2017,经管·会计,20,0,0,0
403,Finanzas Personales,course-v1:JaverianaX+PUJ.E.1601x.3+2T2017,经管·会计,20,0,0,0
404,Finite Element Method (FEM) Analysis and Applications,course-v1:TsinghuaX+70120073x+1T2017,工程,9,0,0,0
405,Finite Element Method Analysis and Applications,course-v1:global_TsinghuaX+70120073X+sp,工程,9,0,0,0
406,First Nights: Igor Stravinsky’s The Rite of Spring: Modernism Ballet and Riots,course-v1:HarvardX+MUS24.5x+1T2016,艺术·设计,21,0,0,0
407,Fisiopatología renal y enigmas de la vida cotidiana,course-v1:UAMx+Renal701x+1T2017,医学·健康,4,0,0,0
408,Flashdiet: Salud y nutrición. Aprende a comer sano.,course-v1:UPValenciaX+FDIET101x+2T2017,医学·健康,4,0,0,0
409,Food Security and Sustainability: Food Access,course-v1:WageningenX+FSSFAx+1T2017,医学·健康,4,0,0,0
410,Food Security and Sustainability: Systems thinking and environmental sustainability,course-v1:WageningenX+FFESx+1T2017,医学·健康,4,0,0,0
411,Foreign Exchange Markets - Instruments Risks and Derivatives,course-v1:IIMBx+FC202x+1T2017,经管·会计,20,140,174,140
412,Forensic Engineering: Learning from Failures,course-v1:DelftX+TUDF-FE01x+3T2017,社科·法律,19,0,0,0
413,Formal Software Verification,course-v1:USMx+STV1.3x+3T2017,计算机,22,0,0,0
414,Formulación y nomenclatura de compuestos químicos,course-v1:UPValenciaX+IQ101.3x+2T2017,化学,3,166,330,1053
415,Foundations of Computer Science for Teachers,course-v1:UTAustinX+UT.WTCS.14.01x+1T2017,计算机,22,0,0,0
416,Foundations of Data Analysis - Part 1: Statistics Using R,course-v1:UTAustinX+UT.7.11x+3T2016,计算机,22,0,0,0
417,Foundations of Data Analysis - Part 2: Inferential Statistics,course-v1:UTAustinX+UT.7.21x+3T2016,计算机,22,416,0,0
418,Foundations of Data Structures,course-v1:IITBombayX+CS213.1x+1T2017,计算机,22,775,175,764
419,Foundations of Development Policy: Advanced Development Economics,course-v1:MITx+14.740x+1T2017,社科·法律,19,879,0,0
420,Framing: How Politicians Debate,course-v1:DelftX+Frame101x+2T2017,社科·法律,19,0,0,0
421,From Atoms to Materials: Predictive Theory and Simulations,course-v1:PurdueX+MSE550x+3T2017,物理,15,0,0,0
422,From Goddard to Apollo – Part 1: The Rockets’ Red Glare,course-v1:IEEEx+ATG1.x+1T2017,工程,9,0,0,0
423,From Goddard to Apollo: The History of Rockets Part 2,course-v1:IEEEx+ATG2.x+3T2016,工程,9,422,0,0
424,From Poverty to Prosperity: Understanding Economic Development,course-v1:OxfordX+OXBSG01x+1T2017,经管·会计,20,0,0,0
425,Fundamentals of Biomedical Imaging: Magnetic Resonance Imaging (MRI),course-v1:EPFLx+FndBioImg2x+1T2017,医学·健康,4,426,426,426
426,Fundamentals of Biomedical Imaging: Ultrasounds X-ray positron emission tomography (PET) and applications,course-v1:EPFLx+FndBioImgx+1T2017,医学·健康,4,0,0,0
427,Fundamentals of Digital Marketing Social Media and E-Commerce,course-v1:Wharton+DigitalMarketing1.1x+3T2017,经管·会计,20,0,0,0
428,Fundamentals of Immunology: Death by Friendly Fire,course-v1:RiceX+BIOC372.3x+1T2017,医学·健康,4,0,0,0
429,Fundamentals of Manufacturing Processes,course-v1:MITx+2.008x+3T2016,工程,9,671,66,724
430,Fundamentals of Microeconomics,course-v1:UC3Mx+ECO.1x+1T2017,经管·会计,20,2327,2324,2222
431,Fundamentals of Red Hat Enterprise Linux,course-v1:RedHat+RH066x+2T2017,计算机,22,0,0,0
432,Fundamentos de Comunicaciones ópticas,course-v1:UPValenciaX+FCO201x+2T2017,电子,18,0,0,0
433,Fundamentos de Electromagnetismo para Ingeniería,course-v1:UPValenciaX+FFI101.2x+2T2017,电子,18,889,166,633
434,Fundamentos de Mecánica para Ingeniería,course-v1:UPValenciaX+FFI101.1x+2T2017,工程,9,889,1088,271
435,Genética y evolución: una aproximación cotidiana,course-v1:UAMx+GenEvolx+1T2017,生命科学,17,0,0,0
436,Geology and Engineering Geology,course-v1:TsinghuaX+40040152X+1T2017,工程,9,0,0,0
437,Geoscience: the Earth and its Resources,course-v1:DelftX+GEO101x+2T2017,环境·地球,16,0,0,0
438,Gestión de gobiernos subnacionales para resultados,course-v1:IDBx+IDB1x+2T2017,经管·会计,20,0,0,0
439,Gestion de projets de développement,course-v1:IDBx+IDB6.3x+2T2017,经管·会计,20,0,0,0
440,Gestión de Proyectos de Desarrollo,course-v1:IDBx+IDB6x+3T2017,经管·会计,20,0,0,0
441,Gestión de Proyectos de Desarrollo | Project Management Techniques for Development Professionals,course-v1:IDBx+IDB6x+1T2017,经管·会计,20,0,0,0
442,Gestión de Proyectos de DesarrolloProject Management Techniques for Development Professionals,course-v1:IDBx+IDB6x+3T2016,经管·会计,20,0,0,0
443,Gestión de Riesgos para la sostenibilidad organizacional,course-v1:JaverianaX+GESR1.0x+2T2017,经管·会计,20,0,0,0
444,Gestión Participativa (High Involvement Work Practices),course-v1:UPValenciaX+GP201x+1T2017,经管·会计,20,0,0,0
